TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024hlm,16:16:39.156,+01:12:27.93,2024-04-29 07:29:31.997,2024-04-30,19.2008,ABMag,g - ZTF,0.084,Galaxy,Gaia DR3 4408801938149211264,"['Gaia DR3 4408801938149211264' '244.163' '1.208' '0.084' 'inf' 'Galaxy'
 'G']",,,,Jesper Sollerman (SU),Yes
2024hln,14:03:00.824,-03:02:03.96,2024-04-17 08:27:03.003,2024-04-30,19.9558,ABMag,g - ZTF,0.23,Galaxy,2MASX J14030085-0302042,['2MASX J14030085-0302042' '210.753' '-3.034' '0.23' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),Yes
2024hmf,14:23:51.561,+40:15:32.00,2024-04-29 10:05:51.936,2024-04-30,19,ABMag,r - P1,0.339,AGN,LEDA 2163146,['LEDA 2163146' '215.965' '40.259' '0.339' 'inf' 'AGN' 'AGN'],,,,D. O. Jones (UC Santa Cruz),Yes
2024hmq,08:15:12.540,-21:31:48.56,2024-04-23 03:17:39.200,2024-04-30,21.6002,ABMag,z - Sloan,0.719,Galaxy,LEDA   80637,['LEDA   80637' '123.802' '-21.53' '0.719' 'inf' 'Galaxy' 'G'],,,,Antonella Palmese (CMU),No
2024hlw,04:40:49.388,-17:18:54.48,2024-02-26 19:23:49.344,2024-04-30,18.591,ABMag,orange - ATLAS,0.812,EmissionG,6dFGS gJ044049.4-171855,"['6dFGS gJ044049.4-171855' '70.206' '-17.315' '0.812' 'inf' 'EmissionG'
 'EmG']",GtowardsCl,CAIRNS J044049.45-171855.2,"['CAIRNS J044049.45-171855.2' '70.206' '-17.315' '1.143' 'inf'
 'GtowardsCl' 'GiC']",J. Tonry,No
2024hme,16:05:57.740,+27:11:21.00,2024-04-29 07:24:47.232,2024-04-30,20.1372,ABMag,g - ZTF,0.999,Galaxy,LEDA 1800418,['LEDA 1800418' '241.491' '27.189' '0.999' 'inf' 'Galaxy' 'G'],,,,K. De (Caltech) on behalf of ZTF,Yes
2024hlb,08:08:45.466,+40:48:22.80,2024-04-29 05:10:30.000,2024-04-30,19.736,ABMag,r - ZTF,1.005,Galaxy,Gaia DR3 921581238761982336,"['Gaia DR3 921581238761982336' '122.19' '40.807' '1.005' 'inf' 'Galaxy'
 'G']",,,,Jesper Sollerman (SU),Yes
2024hku,09:35:59.885,+25:54:59.84,2024-04-29 04:24:06.001,2024-04-30,19.9,ABMag,g - ZTF,1.021,Galaxy,SDSS J093559.82+255459.2,['SDSS J093559.82+255459.2' '143.999' '25.916' '1.021' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),Yes
2024hmc,14:14:44.519,-05:30:27.00,2024-04-18 11:26:08.736,2024-04-30,20.43,ABMag,r - P1,1.039,Galaxy,LEDA 1043857,['LEDA 1043857' '213.685' '-5.507' '1.039' 'inf' 'Galaxy' 'G'],,,,D. O. Jones (UC Santa Cruz),No
2024hne,13:47:32.431,+19:54:07.48,2024-04-29 07:33:50.999,2024-04-30,19.5467,ABMag,g - ZTF,1.489,Galaxy,SDSS J134732.43+195408.9,['SDSS J134732.43+195408.9' '206.885' '19.902' '1.489' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,Yes
2024hmu,14:15:26.006,+37:29:27.11,2024-04-29 07:43:01.998,2024-04-30,20.1153,ABMag,g - ZTF,2.131,Galaxy,LEDA   50932,['LEDA   50932' '213.858' '37.49' '2.131' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,Yes
2024hlg,14:31:00.607,-06:18:18.31,2024-04-28 09:10:29.000,2024-04-30,19.5856,ABMag,g - ZTF,2.141,Galaxy,LCRS B142822.4-060504,['LCRS B142822.4-060504' '217.753' '-6.306' '2.141' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),No
2024hmg,22:43:32.871,-06:18:41.52,2024-04-25 03:31:33.888,2024-04-30,17.78,ABMag,orange - ATLAS,2.456,Galaxy,2MASX J22433281-0618388,['2MASX J22433281-0618388' '340.887' '-6.311' '2.456' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024hlo,14:18:13.255,-03:07:15.10,2024-04-29 07:04:03.002,2024-04-30,18.5265,ABMag,g - ZTF,2.689,RadioG,NVSS J141813-030716,['NVSS J141813-030716' '214.556' '-3.121' '2.689' 'inf' 'RadioG' 'rG'],,,,Jesper Sollerman (SU),Yes
2024hnc,08:18:38.100,+04:18:19.27,2024-04-29 04:37:12.000,2024-04-30,19.2343,ABMag,r - ZTF,3.067,Galaxy,SDSS J081837.91+041820.4,['SDSS J081837.91+041820.4' '124.658' '4.306' '3.067' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,Yes
