TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2023xfw,18:39:16.560,+67:11:06.72,2023-10-29 07:32:09.600,2023-11-10,18.52,ABMag,G - Gaia,0.027,QSO,[VV2006] J183916.5+671106,['[VV2006] J183916.5+671106' '279.819' '67.185' '0.027' 'inf' 'QSO' 'QSO'],,,,S.T. Hodgkin,No
2023xgd,05:37:57.600,-46:14:30.34,2023-10-30 10:13:26.400,2023-11-10,18.32,ABMag,G - Gaia,0.12,AGN,AT20G J053757-461430,['AT20G J053757-461430' '84.49' '-46.242' '0.12' 'inf' 'AGN' 'AGN'],,,,S.T. Hodgkin,No
2020afgn,02:57:45.622,+18:47:05.16,2020-01-01 04:03:21.600,2023-11-10,20.33,ABMag,r - ZTF,0.22,BLLac,ICRF J025745.6+184705,['ICRF J025745.6+184705' '44.44' '18.785' '0.22' 'inf' 'BLLac' 'BLL'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xgv,20:16:39.686,-14:09:02.27,2023-11-08 04:59:49.344,2023-11-10,19.2,ABMag,w - P1,0.338,Galaxy,LEDA  186788,['LEDA  186788' '304.165' '-14.151' '0.338' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2023xdt,11:21:01.422,-11:22:01.21,2023-10-28 12:51:50.400,2023-11-10,18.27,ABMag,r - ZTF,0.348,AGN,SMSS J112101.41-112200.9,['SMSS J112101.41-112200.9' '170.256' '-11.367' '0.348' 'inf' 'AGN' 'AGN'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xdj,10:56:54.506,+75:31:58.21,2023-11-02 09:36:00.000,2023-11-10,19.78,ABMag,r - ZTF,0.445,Galaxy,Gaia DR3 1080130952926805504,"['Gaia DR3 1080130952926805504' '164.227' '75.533' '0.445' 'inf' 'Galaxy'
 'G']",,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xhc,07:41:58.645,+23:10:35.46,2023-11-09 11:55:44.256,2023-11-10,17.9049,ABMag,g - ZTF,0.552,Galaxy,Z 117-66,['Z 117-66' '115.494' '23.176' '0.552' 'inf' 'Galaxy' 'G'],,,,K. De (Caltech) on behalf of ZTF,Yes
2023xcv,04:24:14.201,-01:59:24.25,2023-11-03 08:35:31.200,2023-11-10,19.57,ABMag,g - ZTF,0.652,Galaxy,Gaia DR3 3205887186009757568,"['Gaia DR3 3205887186009757568' '66.059' '-1.99' '0.652' 'inf' 'Galaxy'
 'G']",,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xeh,22:29:00.967,-26:36:53.99,2023-11-05 03:33:07.200,2023-11-10,19.78,ABMag,r - ZTF,0.797,Galaxy,2dFGRS TGS119Z302,['2dFGRS TGS119Z302' '337.254' '-26.615' '0.797' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xfr,17:46:03.240,+66:43:15.17,2023-11-02 02:48:28.800,2023-11-10,19.36,ABMag,r - ZTF,0.863,Galaxy,LEDA 2690341,['LEDA 2690341' '266.513' '66.721' '0.863' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xde,21:49:39.411,+16:31:42.55,2023-11-02 03:54:43.200,2023-11-10,19.96,ABMag,g - ZTF,0.878,Galaxy,Gaia DR3 1772830150373077504,"['Gaia DR3 1772830150373077504' '327.414' '16.529' '0.878' 'inf' 'Galaxy'
 'G']",,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xfc,12:13:39.512,-05:57:53.18,2023-11-06 12:57:36.000,2023-11-10,19.07,ABMag,r - ZTF,1.05,Galaxy,2MASX J12133950-0557544,['2MASX J12133950-0557544' '183.415' '-5.965' '1.05' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xdm,08:59:51.680,+47:48:57.13,2023-10-25 11:45:36.000,2023-11-10,20.73,ABMag,g - ZTF,1.16,LINER,2MASX J08595173+4748584,['2MASX J08595173+4748584' '134.966' '47.816' '1.16' 'inf' 'LINER' 'LIN'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2023xdg,01:24:16.804,+25:24:39.84,2023-11-02 07:22:04.800,2023-11-10,19.94,ABMag,r - ZTF,1.31,Galaxy,LEDA 1735523,['LEDA 1735523' '21.07' '25.411' '1.31' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xeq,12:02:32.776,+04:24:35.05,2023-10-27 12:53:16.800,2023-11-10,19.35,ABMag,r - ZTF,1.623,Galaxy,SDSSCGB 11336.4,['SDSSCGB 11336.4' '180.637' '4.409' '1.623' 'inf' 'Galaxy' 'G'],Galaxy,SDSS J120232.90+042436.1,['SDSS J120232.90+042436.1' '180.637' '4.41' '2.16' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2023xee,21:26:35.614,-10:07:46.46,2023-10-22 04:22:04.800,2023-11-10,20.16,ABMag,g - ZTF,1.768,Galaxy,LEDA  982024,['LEDA  982024' '321.648' '-10.13' '1.768' 'inf' 'Galaxy' 'G'],,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xhd,22:56:00.478,+29:06:46.42,2023-11-09 07:34:03.648,2023-11-10,18.65,ABMag,g - P1,1.882,Galaxy,LEDA 1856111,['LEDA 1856111' '344.002' '29.113' '1.882' 'inf' 'Galaxy' 'G'],,,,D. O. Jones (UC Santa Cruz),No
2023xgt,01:06:50.730,-05:24:00.16,2023-11-08 07:43:50.304,2023-11-10,19.21,ABMag,w - P1,1.948,Galaxy,LEDA 1045216,['LEDA 1045216' '16.711' '-5.4' '1.948' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
