TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter
2023yoz*,12:13:07.825,+21:29:40.77,2023-11-29 05:31:35.328,30-Nov-2023,17.62,ABMag,L - GOTO,3.568,Galaxy,LEDA 1651169,['LEDA 1651169' '183.283' '21.494' '3.568' 'inf' 'Galaxy' 'G'],T. Killestein
2023ypc,12:01:15.796,+43:19:08.87,2023-11-28 15:20:44.160,30-Nov-2023,20.14,ABMag,z - P1,4.324,EmissionG,KISS F1200-1639,['KISS F1200-1639' '180.314' '43.319' '4.324' 'inf' 'EmissionG' 'EmG'],K. C. Chambers
