TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_info,SDSS_image,Reporter
2023zms,13:10:53.571,+08:42:11.86,2023-12-09 12:11:55.997,2023-12-12,17.2196,ABMag,g - ZTF,4.167531429459368,1.854696748056083,DG_GALAXY_STARFORMING,5.8782354475280485,91795.02827203448,"['SDSS_53884_PLATEID_1796_FIBERID_81' '197.724365234375'
 '8.703498840332031' 'DG_GALAXY_STARFORMING' '91795.02827203448'
 '4.167531429459368' '1.854696748056083']",Yes,A. Munoz-Arancibia
2024pz,22:41:15.155,+23:24:23.12,2024-01-02 02:58:33.600,2024-01-08,19.92,ABMag,g - ZTF,3.8317316473198586,1.894641346051002,DG_STAR_WHITE_DWARF_STARBURST,8.532364947405098,101989.87458430754,"['SDSS_53612_PLATEID_2261_FIBERID_428' '340.3122863769531'
 '23.407136917114254' 'DG_STAR_WHITE_DWARF_STARBURST' '101989.87458430754'
 '3.8317316473198586' '1.894641346051002']",Yes,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xrj,14:00:43.913,+19:06:47.12,2023-11-13 13:03:39.001,2023-11-14,18.1525,ABMag,r - ZTF,2.668764527961014,2.052108200147535,DG_GALAXY_STARFORMING,6.591498720997574,158604.36388074348,"['SDSS_54509_PLATEID_2757_FIBERID_369' '210.1828765869141'
 '19.11382484436035' 'DG_GALAXY_STARFORMING' '158604.36388074348'
 '2.668764527961014' '2.052108200147535']",Yes,A. Munoz-Arancibia
2024pc,13:09:44.066,+49:55:07.23,2024-01-06 10:29:31.004,2024-01-07,18.6136,ABMag,g - ZTF,2.074302860413506,2.055137544605878,DG_GALAXY_STARBURST,7.049395533503162,204359.04300322,"['SDSS_52753_PLATEID_1281_FIBERID_420' '197.43389892578125'
 '49.919219970703125' 'DG_GALAXY_STARBURST' '204359.04300322'
 '2.074302860413506' '2.055137544605878']",Yes,F. Forster
2024btx,11:54:55.428,+29:20:34.12,2024-02-06 11:31:11.136,2024-02-07,19.359,ABMag,cyan - ATLAS,5.050171156508309,2.2419617040104685,DG_GALAXY_STARBURST,7.605859050317584,91568.73741016316,"['SDSS_53729_PLATEID_2225_FIBERID_317' '178.73252868652344'
 '29.342538833618164' 'DG_GALAXY_STARBURST' '91568.73741016316'
 '5.050171156508309' '2.2419617040104685']",Yes,J. Tonry
2023vhk,10:04:56.310,+27:28:53.94,2023-10-18 14:23:28.896,2023-10-19,17.623,ABMag,cyan - ATLAS,2.3539626276237318,2.536809481187408,DG_GALAXY_STARFORMING,5.6015607391296935,222286.67098637955,"['SDSS_53757_PLATEID_2345_FIBERID_64' '151.23529052734375'
 '27.481369018554688' 'DG_GALAXY_STARFORMING' '222286.67098637955'
 '2.3539626276237313' '2.536809481187408']",Yes,J. Tonry
2024akc,13:38:29.425,+67:01:27.03,2024-01-17 11:46:01.004,2024-01-18,19.8433,ABMag,g - ZTF,2.214305386275901,2.6047311465265057,DG_GALAXY_STARFORMING,7.764485483906128,242633.3642128152,"['SDSS_51989_PLATEID_497_FIBERID_411' '204.62417602539065'
 '67.02413177490234' 'DG_GALAXY_STARFORMING' '242633.3642128152'
 '2.2143053862759015' '2.6047311465265057']",Yes,A. Munoz-Arancibia
2024drw,11:12:26.545,+64:21:35.98,2024-03-02 11:36:21.312,2024-03-04,18.654,ABMag,orange - ATLAS,9.035791592983347,2.640273589670909,DG_QSO_STARFORMING,6.545755342302204,60270.92533637144,"['SDSS_52370_PLATEID_596_FIBERID_490' '168.1157684326172'
 '64.36113739013672' 'DG_QSO_STARFORMING' '60270.92533637144'
 '9.035791592983347' '2.640273589670909']",No,J. Tonry
2023zjn,08:18:40.415,+26:32:07.12,2023-12-09 12:52:12.000,2023-12-11,20.27,ABMag,w - P1,6.453439446933977,2.7216033898277834,DG_GALAXY_,8.095875814030503,86987.87685519394,"['SDSS_52709_PLATEID_1266_FIBERID_504' '124.6703872680664'
 '26.53550910949707' 'DG_GALAXY_' '86987.87685519394' '6.453439446933977'
 '2.7216033898277834']",Yes,K. C. Chambers
2023xhg,21:10:36.874,+09:19:47.46,2023-11-09 05:30:52.128,2023-11-10,20.67,ABMag,i - P1,2.232036457262106,3.151210274838941,DG_GALAXY_STARBURST,8.177613080678219,291206.6129845053,"['SDSS_52520_PLATEID_728_FIBERID_249' '317.6542663574219'
 '9.32978343963623' 'DG_GALAXY_STARBURST' '291206.6129845053'
 '2.232036457262106' '3.1512102748389412']",Yes,D. O. Jones (UC Santa Cruz)
2023xzy,15:53:32.760,+32:30:48.20,2023-11-09 02:54:14.400,2023-11-19,18.26,ABMag,G - Gaia,2.885843347952048,3.493832412183472,DG_GALAXY_STARFORMING,5.543489652760711,249720.64616081145,"['SDSS_52825_PLATEID_1404_FIBERID_236' '238.38743591308597'
 '32.51324844360352' 'DG_GALAXY_STARFORMING' '249720.64616081145'
 '2.885843347952048' '3.493832412183472']",Yes,S.T. Hodgkin
2023abun,16:00:29.990,+14:30:08.66,2023-12-17 13:29:16.800,2023-12-29,17.56,ABMag,r - ZTF,4.66905261765611,3.5170489934791878,DG_GALAXY_STARFORMING,4.829107908984723,155372.7251816944,"['SDSS_54538_PLATEID_2521_FIBERID_108' '240.1237945556641'
 '14.503047943115234' 'DG_GALAXY_STARFORMING' '155372.7251816944'
 '4.66905261765611' '3.5170489934791873']",No,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023zjg,12:22:43.206,+24:49:15.48,2023-12-09 14:32:21.120,2023-12-11,19.137,ABMag,cyan - ATLAS,7.968112758301363,3.74793775670474,DG_GALAXY_STARFORMING,6.268038151013252,97020.1701092868,"['SDSS_54502_PLATEID_2658_FIBERID_185' '185.68240356445312'
 '24.82047843933105' 'DG_GALAXY_STARFORMING' '97020.1701092868'
 '7.968112758301363' '3.74793775670474']",Yes,J. Tonry
2023abdk,09:24:56.824,+40:23:57.34,2023-12-24 10:53:53.376,2023-12-25,18.153,ABMag,orange - ATLAS,6.797119654766589,3.966032940198005,DG_QSO_STARBURST,5.161218415244077,120352.89322016366,"['SDSS_52708_PLATEID_938_FIBERID_627' '141.2356719970703'
 '40.40095520019531' 'DG_QSO_STARBURST' '120352.89322016366'
 '6.797119654766589' '3.966032940198005']",Yes,J. Tonry
